"number","text","code","Anmerkung"
"18227","#Hessenüberrascht Die Landtourismuskampagne für #Hessen wird vorgestellt, mit Kai Völker @hrVolki @UmweltHessen https://t.co/6kfgVVHuwR","",""
"18230","Staatsministerin Priska Hinz @PriskaHinz vom @UmweltHessen informiert sich bei BAUnatour über das Bauen mit Stroh.
Bilder: Dirk Dietrich/BAUnatour https://t.co/BjLnvattTU","",""
"18237","Die Grauammer ist ein Stammgast in Ihrem Garten? Dann schießen Sie doch mal ein Foto oder machen Sie ein Video von ihr und nehmen Sie damit an der Aktion „Gib Deinem Lieblingsvogel (D)eine Stimme!“ teil. #frohnatur

Mehr dazu unter: https://t.co/tcbFoFINNH https://t.co/jisKElVaDO","",""
"18239","#Momentaufnahme: Besuch im #Kapitelsaal https://t.co/XUzjdwD1dW","",""
"18246","Auch #ÖkoLeo findet, dass sich ein Besuch bei der Sonderschau #NaturaufderSpur auf dem @hessentag2018 in #Korbach lohnt. Für die jüngeren Gäste gibt es jede Menge zu sehen. @HessentagNews 

Mehr dazu unter: https://t.co/yUfEB3ykz9 https://t.co/XP8DEXb77v","",""
"18247","Gemeinsam mit den @gruenehessen wird es ein toller Wahlkampf https://t.co/Jd6Os5WcdQ","",""
"18252","Umweltministerin @PriskaHinz hat heute im #GallusGarten in  @Stadt_FFM  die neue Broschüre „Urbane Gärten – Gemeinsam für mehr Grün in der Stadt“ vorgestellt. Sie ist Teil der Naturschutzkampagne #frohNatur. 

Die Broschüre finden Sie hier: https://t.co/B0JGm2K595 https://t.co/ujFFV0dJ8h","",""
"18254","Herzlichen Glückwunsch! https://t.co/VrK3jhZoPp","",""
"18256","65 000 Euro für Eltern mit zwei Kindern https://t.co/JIMVqk6S4T","",""
"18257","@schorscheo Deswegen gibt es jetzt eine Mietdeckelung von 1% pro Jahr für kleine und mittlere Einkommen und die NH setzt 1,5 Mrd Euro für Neubau un Instandhaltung ein. Alles für #bezahlbarenWohnraum in Hessen","",""
"18267","„Wir wollen bezahlbaren Wohnraum in einem lebenswerten Umfeld ermöglichen. Denn Wohnen ist mehr als ein Dach über dem Kopf.""- Wohnungsbauministerin @PriskaHinz 

Erste Anmeldungen für das neue Förderprogramm „Nachhaltiges Wohnumfeld“!

Mehr dazu unter:
https://t.co/AYt5CWI4Cz https://t.co/yTiq03MSf3","",""
"18268","Gestern war ich mit @eva_goldbach im Kreis #Vogelsberg unterwegs. #Landwirtschaft hautnah <U+0001F404> Abends #Townhall im „Dorfbräuhaus“ in  #Wartenberg. <U+0001F33B> #regional #heimatnatürlich #ltwhe #triffpriska https://t.co/1ldaXx4GRt","",""
"18282","Freue mich sehr, dass Martin Heindl mitmacht! #Klimabotschafter @UmweltHessen https://t.co/1cMWC8OY5A","",""
"18285","Mehr als 3000 Hektar #Blühflächen wurden in Hessen mit #Grün @PriskaHinz angelegt #Brutflächen für die #Feldlerchen, so schön sie abends singend beim Auf- und Absteigen zu beobachten #VernunftgestaltetLebensräume #HALM #Agrarwende https://t.co/0eBSJ4jGYh","",""
"18286","Ihr wollt wissen, was ich mir für die Wahl in #Bayern wünsche oder was ich von dem Spruch ""Deutschland schafft sich ab"" halte? <U+0001F60E><U+0001F449> Dann schaut rein: Teil drei des großen Frage-Antwort-Spiels <U+0001F60A> #ltwHE https://t.co/GV5SkN70An via @YouTube","",""
"18288","Wer zu Fuß geht tut sich und der Umwelt was Gutes. Wir wollen, dass mehr Leute zu Fuß gehen können, wenn sie wollen. Darum haben wir heute ein Strategie für besseren Fußverkehr vorgestellt: https://t.co/apY0TKMvXj #fuß #fußverkehr #gehtdoch https://t.co/eFNoquZidZ","",""
"18290","9 von 10 Hessen glauben, dass sie den Klimawandel stärker spüren werden, nur 4 von 10 denken, dass sie mehr tun müssen. Woran liegt das? Antworten liefert eine Umfrage, die heute von Klimaschutzministerin @PriskaHinz veröffentlicht wurde. 

https://t.co/b0IXN02cfl https://t.co/phBkudvEM5","",""
"18293","Das Dreizähnige #Knabenkraut ist Orchidee des Jahres 2019! Es tritt vor allem in #Nordhessen auf und wächst auf Kalkmagerrasen. Das Land #Hessen  unterstützt die Pflege des Kalkmagerrasens durch Schafbeweidung und verbessert somit den Lebensraum für das Dreizähnige Knabenkraut. https://t.co/yeVW3ARjHv","",""
"18294","Den Kindergartenkindern aus Walluf hat es besonderen Spaß gemacht! https://t.co/ptHpXZ7yPL","",""
"18295","Tolle Veranstaltung gestern zum Grundrecht #Wohnen mit @PriskaHinz @MatthiasKnoche @Berak42 Wolfgang Urban,fib, inMR https://t.co/E0bbokki1z","",""
"18296","Umweltministerin @PriskaHinz weist bei der Landesgruppenversammlung des Verbandes Kommunaler Unternehmen (@VKUonline) auf die wichtige Rolle der #Kommunen und #Verbände bei der #Wasserversorgung und dem Schutz der Ressource #Wasser hin.

Mehr dazu unter: https://t.co/iIy6c7wa75 https://t.co/5yPB4gbRK8","",""
"18310","„Die Hessische Landjugend setzt sich für Tradition und Brauchtum ein und gestaltet gleichzeitig die Zukunft mit.""- Heute hat Landwirtschaftsministerin @PriskaHinz die #Erntekrone der Hessischen Landjugend entgegen genommen. 

https://t.co/H4iINnsA2D

Foto: Hessischer Landtag https://t.co/t6fDS1QIC0","",""
"18312","@XsiebyX @PriskaHinz Ihr habt aber Eure Finger auch bundesweit im Spiel <U+0001F603><U+0001F44D><U+0001F3FB> ... überall, wo wir gerne sind <U+2665><U+FE0F>. Liebe Grüße von @inselruegen #Buchenwälder #Welterbe https://t.co/bDq0IAZj6M","",""
"18314","Die nachhaltige Sanierung von Schloss #Rauischholzhausen geht voran.
Aktuell laufen umfangreiche Untersuchungen, um die Vergabe von Sanierung und Betrieb vorzubereiten - ca. 25 Mio €… https://t.co/YYWgzULIkL","",""
"18322","Bürgerinnen und Bürger verlangen mehr Ambitionen für #Biodiversität und #Umweltschutz für die #NeueAgrarpolitik . Die Pläne der Kommission enttäuschen bisher, sagt @PriskaHinz #FutureofCAP #EUbudget","",""
"18325",".@PriskaHinz: „Eine besondere Rolle in der regionalen Erzeugung und Vermarktung spielen die Ökomodellregionen. Es werden 3 neue hinzukommen, die mit 400.000 Euro gefördert werden“. Mehr dazu: https://t.co/3U49USwHfD &amp; https://t.co/jfBdtiHEDa","",""
"18326",".@PriskaHinz: „Diese RegHessen hat dafür gesorgt, dass der #Gewässerschutz im osthessischen Kaligebiet den hohen Stellenwert bekommt, den er verdient.“","",""
"18331",".@PriskaHinz: Bisherige Bilanz dieser RegHessen: Rekordförderung für den #Wohnungsbau &amp; #Naturschutz, erster hessischer Klimaschutzplan, deutlicher Ausbau der Erneuerbaren Energien u.v.m. sorgen für massive Investitionen in Zukunftsbereiche. #HLT","",""
"18332","Tja, es gilt das gesprochene Wort.... <U+0001F609> https://t.co/Womuo1MyFV","",""
"18334","Die @AfDBerlin hat die von uns unterstützte Umfrage wohl aus Versehen gelöscht. Wir liefern gerne den letzten Zwischenstand: https://t.co/nvb1m11n6m","",""
"18340","Ein weiterer Beitrag zum #bienenfreundlichen #Hessen https://t.co/QobaHMwwC4","",""
"18341","Die Energie-Rallye für Kids der Radko-Stöckl-Schule macht Nachhaltigkeit begreifbar. 5.000 Euro aus der Umweltlotterie gehen in dieser Woche in den Landkreis #SchwalmEder. Herzlichen Glückwunsch!

https://t.co/DFISkh0b6X https://t.co/4QpgQNSkyo","",""
"18342","Verband für ökologischen Landbau #ECOVALIA #Andalusien #Umweltausschuss #hlt  @UmweltHessen https://t.co/Q7S6Fm24UQ","",""
"18346","<U+0001F58C><U+FE0F> Unterschrift des Tages: @Sanchooo10! 

<U+0001F447> Eure Reaktion zu #Sancho2022 in einem GIF <U+0001F447> https://t.co/cFJx0mK89F","",""
"18349","Here we go! @gruenehessen @grueneffm #csd #Frankfurt #miinv #csdffm2018 #meinfrankfurt https://t.co/vpuylb69Vw","",""
"18350","Beim @CSD_Frankfurt geht’s heute um #Vielfalt und #Akzeptanz von LSBT*IQ <U+0001F929> Wir sagen euch jetzt, warum ihr im Oktober für mehr #Vielfalt uns GRÜNE wählen solltet #ltw18 <U+0001F3F3><U+FE0F><U+200D><U+0001F308> https://t.co/28SoAr41oh","",""
"18357","Wir brauchen mehr #Öko!
Die Umweltprobleme durch die konventionelle Landwirtschaft sind massiv. Das geht aus dem Bericht des Umweltbundesamtes hervor. Der Öko-Landbau als nachhaltige Alternative nimmt eine Vorreiterrolle ein. Infos hier: https://t.co/aEh7Y6Ccoe https://t.co/k73M6L6MEZ","",""
"18358","#grün macht den Unterschied, gerade auch beim #Klimaschutz  und den kann man wählen am 28.10. in #Hessen #ltwhe18 @gruenehessen https://t.co/EHywiBVXds","",""
"18360","Staatssekretärin Dr. @BeatrixTappeser hat sich auf der #Agrarministerkonferenz für die Entwicklung einer Klima- und Krisenstrategie für die Landwirtschaft, die Reduzierung von Pflanzenschutzmitteln und die Stärkung des #Ökolandbaus eingesetzt. 
 #amk17 @bmel https://t.co/LeRZFGETVs","",""
"18362","Dialog und Information auch mit dem #HBV #NaturaufderSpur #Hessentag #Korbach https://t.co/ELTZY2esOU","",""
"18363","Heute ist #TagdesWassers - die Grundlage allen Lebens. Das Land #Hessen unterstützt Kommunen, die Renaturierungsmaßnahmen durchführen. Dafür stehen pro Jahr zwischen 5 bis 10 Millionen Euro zur Verfügung. @PriskaHinz https://t.co/LdQS4Lom4D","",""
"18365","Sie haben Ihren Lieblingsplatz schon fotografiert, gefilmt, gemalt oder gezeichnet, aber noch nicht veröffentlicht? Teilen Sie Ihren Beitrag auf der Internetseite der Naturschutzkampagne Hessen: https://t.co/1kmfprkoTl #frohnatur https://t.co/sTg0Sf6VMn","",""
"18367","„Im Vergleich zur letzten Legislaturperiode haben wir die Städtebauförderung mehr als verdoppelt. 1 Euro an Fördermitteln löst im Schnitt 7 Euro öffentliche &amp; private Investitionen aus“, so @PriskaHinz.","",""
"18369","Hin-G-hört: Am Donnerstag (18.) stellen sich zwei #Geisenheimer Profs vor. Prof. Dr. A. Holzapfel spricht über Bestandsgenauigkeit im #Lebensmittel-#Einzelhandel, Prof. Dr. A. Thon über #biologisch gereinigte #Schwimmteiche. Los geht's um 15:30 Uhr! https://t.co/h5gaTs7ehJ","",""
"18373","Erste #Integrationsverträge mit @BS_AnneFrank und Hessischem #Jugendring geschlossen. @StS_Klose: Gemeinsam mit zivilgesellschaftlichen Bündnispartnern gestalten wir #Integrationspolitik so, dass sie die Menschen tatsächlich erreicht. https://t.co/SGy4PdJRr0","",""
"18381","Unser Dorf soll digitaler werden! #Hessen fördert kommunale #WLAN-Netze mit rd. 2 Mio. Euro, Ausschreibung für ""#Digitale Dorflinde"" gestartet https://t.co/YkVTUCUbFF","",""
"18382","Sie möchten gerne Ihre #Vision einer #nachhaltigen #Zukunft kreativ umsetzen, wissen aber noch nicht genau wie? Dann holen Sie sich hier #Inspiration für Ihre Teilnahme beim Wettbewerb #sowollenwirleben! https://t.co/p7qkXLDTTI https://t.co/eLDTE0CdHe","",""
"18385","Mehr #Wertschöpfung, mehr #Tierwohl, mehr Qualität in der #Landwirtschaft: Heute überreichte Ministerin @PriskaHinz
Förderbescheide für landwirtschaftliche Projekte, die durch Innovationen und Zusammenarbeit fortschrittliche Ideen entwickeln.

Mehr dazu: https://t.co/AGxS5GETrN https://t.co/z2t0NRcluk","",""
"18390","Die Gewinnerinnen und Gewinner des diesjährigen #Hessenquiz auf der #IGW18 stehen fest! Glücksfee und Staatssekretärin Dr. Beatrix Tappeser hat heute in den Lostopf gegriffen und unter zahlreichen Einsendungen die sechs Gewinnerlose ermittelt. Herzlichen Glückwunsch! https://t.co/AxXrIiRLEh","",""
"18391","Leider hat die #AMK keinen Beschluss zu den weiteren Schritten gefasst #fail https://t.co/ZJKnblUV7s","",""
"18392","Wir suchen einen #Bufdi für den Bereich #Naturschutz! Der #Naturraum Kloster Eberbach bietet spannende und vielseitige Möglichkeiten. Wir freuen uns auf Ihre #Bewerbung! https://t.co/LOADfG02wG https://t.co/lDHhcUzkfj","",""
"18393","Leider hat die AMK keinen Beschluss zum Verbot der #Neonikotinoide insgesamt und zu Forschung für Alternativen gefasst. Nur bedingt ein guter Tag für #Bienen https://t.co/qG6hUkBmh9","",""
"18394","#Wohnen, darüber sprach ich gestern mit @marcusbocklet und 50 interessierten Bürgerinnen und Bürgern in #Frankfurt. Dabei ist eines klar geworden: Der Bau und Erhalt von Sozialwohnungen ist genauso wichtig wie der #Mieterschutz! #ltwHE https://t.co/M0Fhvm6U2W","",""
"18396","Schulgärten sind ideale Bildungsräume für nachhaltige Entwicklung - auf der Landesgartenschau in Bad Schwalbach gibt es den Beratungsgarten des Landes Hessen, dort fand kürzlich die Fortbildung Schulgarten 3.0 mit mehr als 50 Lehrkräften statt. Schauen Sie doch mal vorbei! https://t.co/18Qvn91eZs","",""
"18397","#Hessen startet @Bundesrat Initiative zur Ertüchtigung der #Stromnetze @talwazir: ""Am #Atomausstieg darf nicht gerüttelt werden."" https://t.co/eFIkS3QReE","",""
"18401","Here we go! Herzlichen Glückwunsch, @talwazir! #ltwhe https://t.co/Uw0UVO6J4n","",""
"18406",".@PriskaHinz: „Wir werden noch in 2018 eine Akademie für den ländlichen Raum einrichten, die berät und als Multiplikator wirkt.“ #Dorfentwicklung #LandhatZukunft https://t.co/7Xxwmr675U","",""
"18409","Heute haben wir die @BS_AnneFrank  besucht, um den neuen Vertrag für die Antidiskriminierungsberatung - bis Ende 2019(!) - zu unterschreiben. @MeronMendel hat uns das neue #Lernlabor vorgestellt: Grandios, was hier entstanden ist! @sfstedtfeld @SozialHessen https://t.co/QcJrpiGC6x","",""
"18412","#CSD #Wetzlar mit den jung gebliebenen <U+0001F600><U+0001F308> https://t.co/4itw888RBJ","",""
"18414","Wow! Ein bisher wunderbarer Abend ist plötzlich noch schöner <U+0001F929> @bvb https://t.co/5wB3vGWN5z","",""
"18418","Volles Haus in der #Kunsthalle in Darmstadt! @RobertHabeck und ich freuen uns auf einen spannenden Abend! <U+0001F33B> #ltwHE https://t.co/MyQtAd6HIT","",""
"18419","„Hessen ist auf dem Weg zum #Ökomodellland . Mit 13,5% Ökoanteil sind wir schon jetzt bundesweit Spitze"" - Ministerin @PriskaHinz hat heute die Zuwendungsverträge für fünf neue Ökomodellregionen unterschrieben. 

Mehr dazu unter: 
https://t.co/heg15jHVoi https://t.co/svUFbqLzdJ","",""
"18422","#Ministerpräsident #Bouffier &amp; @schaeferhessen haben angekündigt, dass @reghessen drei weitere Hessen-Büros im Raum #Gießen/#Wetzlar, #Fulda &amp; in #Fürth #Odenwald einrichten wird. Dadurch können rd. 250 Beschäftigte heimatnah arbeiten. https://t.co/urL8ab6BuT #HLT #LandhatZukunft https://t.co/E67Cs7Id20","",""
"18423","Mit Energie und Power in die letzte Woche! https://t.co/I7HtuSazah","",""
"18426","@MKreutzfeldt @ABaerbock Und auch der Auftrag ist ungenügend...","",""
"18427","Sie wurde zu Recht als erste hessische Verbraucherschule ausgezeichnet! https://t.co/btLZZbHw4r","",""
"18428","Und unterstützt von der @NHS_Hessen wird von uns zurzeit ein Modul zum Schuljahr der Nachhaltigkeit zum Thema Insekten/Bienenschutz entwickelt https://t.co/aWY1zMci7a","",""
"18433","#Landfrauentag in #Korbach #Hessentag https://t.co/39QDCsOHNm","",""
"18435","Endlich!! https://t.co/fgSmgFiNM1","",""
"18436","In #Wetzlar erfolgreich Rollenbilder abgeschossen <U+26BD><U+FE0F> <U+0001F60E> Danke an die @GJHessen für die tolle Idee!!! Danach #Gießen: Wahlkampf mit Direktkandidatin @schleenbecker <U+0001F33B> Letzte Station: #Marburg mit @laaz am Infostand! <U+0001F33B> Ein toller Wahlkampftag in Hessen! #ltwhe18 #triffpriska https://t.co/RpuDFlGtmq","",""
"18438","Auf meiner Hessen-Tour hab ich gestern in #Mühlheim Station gemacht. Wieder konnte ich mit vielen interessierten Bürgerinnen und Bürger über die Zukunft Hessens diskutiert. DANKE! <U+0001F33B><U+0001F33B> #ltwHE #triffpriska https://t.co/G7phoYLVqS","",""
"18442","@ralf_jack @SofiaGanter @gruenehessen @talwazir @PriskaHinz @hessenSPD Auf die Gefahr hin zu langweilen <U+0001F609>: in den letzten 60 Stunden aus Stimmungen Stimmen machen, Sonntag abwarten, schauen, was rechnerisch möglich ist und dann schauen, wo wir maximale grüne Inhalte durchbringen!","",""
"18447","Die Stadt #badhomburg bekommt einen #fahrradbeauftragten. Unser Antrag ( @gruene_hg ) wurde einstimmig angenommen. Jetzt kommen wir einen Schritt weiter, um unsere Stadt #fahrradfreundlich zu gestalten. GRÜN wirkt! - auch in der Opposition.","",""
"18448","#Ökoleo ist klasse !! https://t.co/6gWsBTsExA","",""
"18451","Politische Bildungsarbeit für Kinder und Jugendliche innerhalb wie außerhalb der schulischen Bildung ist enorm wichtig! <U+0001F4DA><U+0001F4D3> Gerade heute ist sie unverzichtbar für unsere Demokratie! Danke an den #Jugendring #Hessen für seine Arbeit! <U+0001F33B> https://t.co/sL3EEBp6MW","",""
"18456","Der Verkehr allein verursacht ein Drittel der Treibhausgasemissionen in #Hessen. E-Mobilität wird darum vielerorts mit viel Engagement angeschoben. 

Wie zum Beispiel im #Odenwaldkreis durch unseren Botschafter Frank Slawik. #Klimaschutzmitmir

https://t.co/6rsVNEWjPO https://t.co/si7QhZlvXg","",""
"18457","<U+0001F51D> #MondayMotivation https://t.co/rN2sP7pSLz","",""
"18458","Ich komme gern. Wir wollen bis zum Schluss noch Viele überzeugen #grün zu wählen #ltwhe18 https://t.co/8sBrQjZErr","",""
"18459","Wir wollen Autofahrer vor Fahrverboten und Wertverlust schützen – und wir wollen saubere Luft in den Städten!

Deswegen braucht es jetzt Motornachrüstungen auf Kosten der Autokonzerne. #Diesel https://t.co/MyNVemRGCz","",""
"18460","Salam! Verbraucherschutzministerin @PriskaHinz informiert bei @webitipp über die Beratungsangebote des Landes #Hessen für #Geflüchtete. @vzhessen @Verbraucherinfo

Hier geht es zum kompletten Interview:
https://t.co/A3nj9AVjOA https://t.co/Op7O96uyMU","",""
"18463","Mein Beitrag zum Endspurt. #ltwHE #Hessen #Grüne #GrueneHessen https://t.co/FwzST8XTug","",""
"18473","Wahnsinn. Spiel gedreht. Jetzt das Ding nachhause bringen! @bvb https://t.co/KT923NEqJS","",""
"18475","#Namensrechte an der #Basilika werden zur Konzertsaison @rheingaumusik  am 23.06. abgegeben. Basilika erhält den Zusatz „Klosterfrau-Melissengeist-Basilika im Kloster Eberbach“. Das Unternehmen erhält 11,36 % der Stiftungsanteile am 1.4.2018. Stillschweigen über Verkaufssumme. https://t.co/oLrXtaIqcR","",""
"18480","Großer Abschluss meiner heutigen Tour: Kneipenwahlkampf mit der @GJ_Wiesbaden <U+0001F33B> Danke auch an den Support durch die @GJ_RLP <U+2665><U+FE0F> #ltwHE https://t.co/bc5HLP9zpY","",""
"18481","Jetzt in #Wiesbaden. Unsere Botschaft ist klar: eine vernünftige Politik mit #Haltung statt Populismus! Wir Grüne stärken die #Demokratie - das zeigt dieser Wahlkampf deutlich! <U+0001F33B> #ltwHE https://t.co/z2ZiHiHvQk","",""
"18484","Schon Pläne für das verlängerte #Wochenende? Unser #ÖkoLeo hat ein paar Ideen. Wie wäre es beispielsweise mit der Pflanzentauschbörse im #Tierpark in #Herborn? 

Mehr dazu unter:
https://t.co/f8DOYXtJTj https://t.co/2ayO5Jqzku","",""
"18485","Das ist ja wirklich eine hochinteressante Antwort. Heißt das, liebe @Allianz, @RWE_AG hat zugesichert, bis 2040 den vollständigen #Kohleausstieg geschafft zu haben zu haben? Was sagt @RWE_Presse dazu? Stimmt das? https://t.co/C9VpPtOlWZ","",""
"18486","Kleiner Wahlkampfumzug durch #Darmstadt. Wir gehen dorthin, wo die Menschen sind! #ltwHE @HildeFoerster https://t.co/EwUi1Fdp90","",""
